Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,DeoDap International Private Limited
1517-mini-magnetic-spirit-level-torpedo-leveller,1517 Mini magnetic spirit level Torpedo leveller 4 inch,Title,Default Title,,,,,1517_2In1_Torpedo_level_4inch,,,0
2144-airtight-lunch-box-set-of-3-compartment-with-handle-push-lock,2144 Airtight Lunch Box with Handle & Push Lock,Title,Default Title,,,,,2144_Travelling_Lunch_Box,,,596
stainless-steel-gas-cylinder-trolley-with-wheels-lpg-cylinder-roller-stand-movable-trolley,3018 Stainless Steel Gas Cylinder Trolley with Wheels LPG Cylinder Roller Stand Movable Trolley,Title,Default Title,,,,,3018_Gas_Trolly,,,0
1264-2-in-1-liquid-soap-dispenser-on-countertop-with-sponge-holder,1264 2-in-1 Liquid Soap Dispenser on Countertop with Sponge Holder,Title,Default Title,,,,,1264_2In1_Soap_Dispenser,,,1754
3602-plastic-setup-box-stand-wall-mount-and-remote-holder,3602 Plastic Setup Box Stand/Wall Mount and Remote Holder,Title,Default Title,,,,,3602_Pla_Setup_Box,,,0
2143-compact-hand-electric-mixer-blender-for-whipping-mixing-with-attachments,2143 Compact Hand Electric Mixer/Blender for Whipping/Mixing with Attachments,Title,Default Title,,,,,2143_Electric_Hand_Mixer,,,3109
1516-wire-brush-set-scratch-brush-set-for-cleaning-slag-rust-and-dust-curved-handle,1516 Wire Brush Set Scratch Brush Set for Cleaning Slag Rust and Dust Curved Handle,Title,Default Title,,,,,1516_Premium_Black_Brush_3Pc,,,0
0833-8-piece-nesting-bowls-with-measuring-cups-set,0833 8 Piece Nesting Bowls with Measuring Cups Set,Title,Default Title,,,,,0833_8pc_Color_Cup_Bowl,,,165
2142-6-in-1-stainless-steel-kitchen-chips-chopper-cutter-slicer-and-grater-with-handle,2142 6 in 1 Stainless Steel Kitchen Chips Chopper Cutter Slicer and Grater with Handle,Title,Default Title,,,,,2142_6In1_Handle_SS_Slicer,,,155
5000-start-up-kit-rs-5000,5000 Start up Kit @ Rs 5000,Title,Default Title,,,,,5000_startupkit_5000Rs,,IN,0
12v-car-charging-electric-kettle-stainless-steel-heated-thermos-travel-coffee-mug-silver,0551 -12V Car Charging Electric Kettle Mug (Silver),Title,Default Title,,,,,0551_car_coffee_mug,,,0
1514-wheel-padlock-disc-lock-security-for-motorcycles-scooters-bikes,1514 Wheel Padlock Disc Lock Security for Motorcycles Scooters Bikes,Title,Default Title,,,,,1514_Moto_Lock,,,2009
real-doctor-posture-corrector-shoulder-back-support-belt-for-men-and-women-black,0388 Real Doctor Posture Corrector (Shoulder Back Support Belt),Title,Default Title,,,,,0388_real_doctors,,,193
deodap-hand-free-personal-fan-portable-usb-battery-rechargeable-mini-fan-headphone-design-wearable-neckband-fan-necklance-fan-cooler-fan,0875 Portable USB Battery Rechargeable Mini Fan - Headphone Design Wearable Neckband Fan,Title,Default Title,,,,,0875_wearable_sport_fan,,,337
deodap-plastic-twist-tie-wire-spool-with-cutter-for-garden-yard-plant-50m-green,0873 Plastic Twist Tie Wire Spool With Cutter For Garden Yard Plant 50m (Green),Title,Default Title,,,,,0873_50m_twist_tie,,,12506
2141-4-in-1-multipurpose-360-degree-rotating-pickle-rack-container-for-kitchen,2141 4 in 1 Multipurpose 360 Degree Rotating Pickle Rack Container for Kitchen,Title,Default Title,,,,,2141_4In1_Pickle_Container,,,303
0831-stainless-steal-pizza-cutter-pastry-cutter-sandwiches-cutter,0831 Stainless Steal Pizza Cutter and for Sandwiches Pastry,Title,Default Title,,,,,0831_SS_Pizza_Cutter,,,754
2140-stainless-steel-apple-cutter-slicer-with-8-blades-and-handle,2140 Stainless Steel Apple Cutter Slicer with 8 Blades and Handle,Title,Default Title,,,,,2140_SS_Apple_Cutter,,,1283
0832-leaf-shape-dish-bathroom-soap-holder,0832 Leaf Shape Dish Soap Holder for Kitchen and Bathroom,Title,Default Title,,,,,0832_Leaf_Soap_Holder,,,3823
1510-2-in-1-multipurpose-screwdriver-in-single-instrument,1510  2 in 1 Multipurpose Screwdriver in Single Instrument,Title,Default Title,,,,,1510_2In1_Screwdriver_Small,,,0
2138-black-plastic-moving-belan-for-kitchen,2138 Black Plastic Moving Belan for Kitchen,Title,Default Title,,,,,2138_Black_Plastic_Belan,,,162
2133-spice-box-masala-dabba-with-7-compartments,2133 Mini Spice Box/Masala Dabba with 7 Compartments,Title,Default Title,,,,,2133_7Sec_Mini_Spice_Box,,,720
1261-facial-handheld-portable-steamer-for-face,1261 Facial Handheld Portable Steamer for Face,Title,Default Title,,,,,1261_Facial_Steamer,,,0
1509-professional-long-range-durable-clear-binocular-for-multipurpose-uses,1509 Professional Long-range Durable Clear Binocular for Multipurpose Uses,Title,Default Title,,,,,1509_Binocular_6x30,,,0
2137-silicone-foldable-collapsible-electric-water-kettle-camping-boiler,2137 Silicone Foldable Collapsible Electric Water Kettle Camping  Boiler,Title,Default Title,,,,,2137_Folding_Electric_Kettle,,,432
1259-reusable-insulated-grocery-shopping-cloth-bag-washable-and-foldable,1259 Reusable Insulated Grocery Shopping Cloth Bag Washable and Foldable,Title,Default Title,,,,,1259_Foldable_Shopping_Bag,,,125
2136-plastic-rolling-pin-belan-for-chapati-making,2136 White Plastic Rolling Belan for Chapati Making,Title,Default Title,,,,,2136_White_Plastic_Belan,,,378
2135-stainless-steel-square-plate-rack-stand-holder-for-kitchen,2135 Stainless Steel Square Plate Rack Stand Holder for Kitchen,Title,Default Title,,,,,2135_SS_Wire_Plate_Stand,,,0
2134-stainless-steel-glass-holder-glass-hanging-organizer-for-kitchen-bars-pubs,2134 Stainless Steel Glass Holder Glass Hanging Organizer for Kitchen Bars Pubs,Title,Default Title,,,,,2134_SS_Wire_Glass_Stand,,,134
1507-uno-pixar-anniversary-card-game-with-112-cards,1507 UNO Pixar  Anniversary Card Game with 112 Cards,Title,Default Title,,,,,1507_UNO_Cards_2Pc,,,37
0222-tile-cleaning-multipurpose-scrubber-brush-with-handle,3408 Tile cleaning multipurpose scrubber Brush with handle,Title,Default Title,,,,,3408_Handle_Scrubber_Brush,,,0
3040-multipurpose-fruit-basket-stainless-steel-wire-bowl-foldable-basket-for-vegetable-fruits-dining,3040 Multipurpose Fruit Basket Stainless Steel Wire Bowl Foldable Basket for Vegetable / Fruits / Dining,Title,Default Title,,,,,3040_Adj_Fruit_Basket,,,0
1258-non-slip-clothes-hanger-hanging-hooks-food-clip-pouch-sealer-12-pack,1258 Non Slip Clothes Hanger Hanging Hooks Food Clip Pouch Sealer (12 Pack),Title,Default Title,,,,,1258_Cloth_Hanging_Clip_12Pc,,,640
0675-heat-resistant-non-slip-oven-mitts-gloves-1pc,0675 Heat Resistant Non-Slip Oven Mitts/Gloves (1pc),Title,Default Title,,,,,0675_Oven_Hand_Glove_1Pc,401590,,3102
1508-multi-purpose-heavy-duty-snap-hook-clips,1508 Multi-Purpose Heavy Duty Snap Hook Clips,Title,Default Title,,,,,1508_Spring_Snap_Hook,,,0
1257-heavy-duty-s-shaped-stainless-steel-hanging-hooks,1257 Heavy Duty S-Shaped Stainless Steel Hanging Hooks,Title,Default Title,,,,,1257_S_Hanging_Hooks_3Pc,,,0
0828-flexible-silicone-foldable-kitchen-funnel-for-liquid-powder-transfer-hopper-food,0828 Flexible Silicone Foldable Kitchen Funnel for Liquid/Powder Transfer Hopper Food (Small),Title,Default Title,,,,,0828_Sili_Foldable_Funnel_Small,,,1765
0827-cookie-cutter-stainless-steel-cookie-cutter-with-shape-heart-round-star-and-flower-4-pieces,0827 Cookie Cutter Stainless Steel Cookie Cutter with Shape Heart Round Star and Flower (4 Pieces),Title,Default Title,,,,,0827_4Pc_SS_Cookie_Cutter,,,0
0826-foldable-kitchen-collapsible-funnel-for-water-bottle-liquid-transfer-food-grade-funnels-set,0826 Foldable Kitchen Collapsible Funnel for Water Bottle Liquid Transfer Food Grade Funnels Set (Big),Title,Default Title,,,,,0826_Sili_Foldable_Funnel_Big,,,0
2130-multipurpose-stainless-steel-wire-egg-slicer,2130 Multipurpose Stainless Steel Wire Egg Slicer,Title,Default Title,,,,,2130_SS_Square_Egg_Cutter,,,0
2129-oval-shape-plastic-multi-purpose-egg-cutter-slicer-with-stainless-steel-wires,2129 Oval Shape Plastic Multi Purpose Egg Cutter/Slicer with Stainless Steel Wires,Title,Default Title,,,,,2129_Oval_Egg_Cutter,,,1967
1506-professional-garden-scissor-with-sharp-blade-comfortable-handle,1506 Professional Garden Scissor with Sharp Blade Comfortable Handle,Title,Default Title,,,,,1506_36Mm_Garden_Scissors,,,0
1505-gardening-tool-wood-handle-cultivator-trowel-forks-tool-set-3-pack,1505 Gardening Tool Wood Handle Cultivator Trowel Forks Tool Set (3 pack),Title,Default Title,,,,,1505_Premium_Grip_GTool_3Pc,,,0
heavy-duty-universal-refrigerator-stand-double-single-door-stand-1,0825 Heavy Duty Universal Washing Machine Stand Double Single Door Stand,Title,Default Title,,,,,0825_Adjustable_Washing_Stand,,,0
2128-kitchen-3-in-1-multi-purpose-vegetable-peeler-grater-cutter-for-food-preparation,2128 ﻿Kitchen 3 in 1 Multi Purpose Vegetable Peeler Grater Cutter for Food Preparation,Title,Default Title,,,,,2128_3In1_Peeler_Grater,,,2069
0822-garden-heavy-plastic-planter-pot-gamla-brown-pack-of-1,"0822 Garden Heavy Plastic Planter Pot/Gamla  (Brown, Pack of 1)",Title,Default Title,,,,,0822_10Inch_Planter_Pot,,,232
1504-disposable-eco-friendly-garbage-dustbin-trash-bag,1504 Disposable Eco-friendly Garbage/Dustbin/Trash Bag (Pack of 30) (Size 19X21),Title,Default Title,,,,,1504_Garbage_Bags,,,406
1256-desk-lamp-with-pen-holder-table-lamp-with-pencil-stand-for-home-office,1256 Desk Lamp with Pen Holder Table Lamp with Pencil Stand for Home Office,Title,Default Title,,,,,1256_Pen_Holder_Lamp,,,592
2127-coasters-round-heat-resistant-pads-flexible-for-home-kitchen-tools-tableware-3-pack,2127 Coasters Round Heat Resistant Pads Flexible for Home Kitchen Tools Tableware (3 pack),Title,Default Title,,,,,2127_3Pc_Coster,,,84
smart-compact-cutlery-set-travel-cutlery-set-4-in-1-cutlery-set-spoon-fork-knife-tongs,"0821 Smart Compact Cutlery Set Travel Cutlery Set 4 in 1 Cutlery Set, Spoon Fork Knife & Tongs",Title,Default Title,,,,,0821_4In1_Smart_Spoon,,,692
0554-teeth-rake-garbage-clean-up-fork-digger-excavator-for-gardens-and-planting,0554 Teeth Rake Garbage Clean up Fork Digger Excavator for Gardens and Planting,Title,Default Title,,,,,0554_Garden_Leaf_Rake,392410,,86
1501-6-in-1-multi-function-screwdriver-kit-with-led-portable-torch,1501 6 in 1 Multi-Function Screwdriver Kit with LED Portable Torch,Title,Default Title,,,,,1501_6In1_Torch_Screwdriver,,,251
0562-bicycle-front-light-zoomable-led-warning-lamp-torch-headlight-safety-bike-light,0562 Bicycle Front Light  Zoomable LED Warning Lamp Torch Headlight Safety Bike Light,Title,Default Title,,,,,0562_Bicycle_Headlight,940520,,931
0821-cake-mould-pan-set-baking-tray-removable-cake-mould-black-3-pack,2126 Cake Mould Pan Set Baking Tray Removable Cake Mould Black (3 Pack),Title,Default Title,,,,,2126_Metal_Cake_Mould_3pc,,,75
0589-best-gardening-hand-tools-set-for-your-garden,0589 Best Gardening Hand Tools Set for Your Garden,Title,Default Title,,,,,0589_Garden_Tools_5Pcs,820299,,0
2125-peacock-design-glass-with-handle-and-handicraft-serving-tray-set,2125 Peacock Design Glass with Handle and Handicraft Serving Tray Set,Title,Default Title,,,,,2125_6pc_Glass_Serving_Tray,,,0
2124-jewellery-jewel-boxes-storage-box-organizer-gift-box-for-women-necklace-earring-set-bangles-churi-gift-for-women,2124 Jewellery Jewel Boxes Storage Box Organizer Gift Box for Women Necklace Earring Set Bangles Churi Gift for Women,Title,Default Title,,,,,2124_Fancy_Jewellery_Box,,,0
2123-stainless-steel-pooja-thali-decorate-with-golden-chain-colourful-diamond-chain-pearl-fancy-stones,2123 Stainless Steel Pooja thali Decorate with Golden Chain Colourful Diamond Chain Pearl Fancy Stones,Title,Default Title,,,,,2123_Fancy_Pooja_Thali,,,0
2122-multipurpose-traditional-decorative-design-wooden-chowki-bajot,2122 Multipurpose Traditional Decorative Design Wooden Chowki/Bajot,Title,Default Title,,,,,2122_Wooden_Bajot,,,250
2120-multipurpose-4-layer-space-saving-storage-organizer-rack-shelf,2120 Multipurpose 4 Layer Space Saving Storage Organizer Rack Shelf,Title,Default Title,,,,,2120_4Layer_Slim_Rack,,,64
2119-triangular-multi-functional-drainer-shelf-sink-storage-holder,2119 Triangular Multi Functional Drainer Shelf Sink Storage Holder,Title,Default Title,,,,,2119_Triangle_Sink_Drainer,,,0
1254-eyebrow-painless-facial-hair-remover-razor-for-face-women-and-men-3-pack,"1254 Eyebrow Painless Facial Hair Remover Razor for Face, Women and Men (3 Pack)",Title,Default Title,,,,,1254_Eyebrow_Razor_3Pcs,,,2953
1252-oval-shape-stone-foot-heel-scrubber-for-unisex-foot-scrubber-stone,"1252 Oval Shape Stone Foot, Heel Scrubber For Unisex Foot Scrubber Stone",Title,Default Title,,,,,1252_Oval_Stone_Scrubber,,,1660
0303-mobile-phone-holder-multi-functional-cute-worm-lazy-phone-bracket,0303 Mobile Phone Holder Multi-Functional Cute Warm Snake Holder,Title,Default Title,,,,,0303_cute_worm_lazy_holder,392620,,802
2118-silicone-lid-set-silicon-lids-for-containers-silicon-stretchable-lids-silicone-lids-and-cover,"2118 Silicone Lid Set, Silicon lids for containers, Silicon Stretchable lids, Silicone lids and Cover",Title,Default Title,,,,,2118_Silicone_Stretch_Lids_6Pc,,,0
0545-mini-fitness-pedal-cycle-bike-gym-machine-for-exerciser,0545 Mini Fitness Pedal Cycle Bike Gym Machine for Exerciser,Title,Default Title,,,,,0545_Premium_Led_Cycle,950621,,0
2114-movable-folding-design-glass-stand-holder-for-6-glasses,2114 Movable Folding Design Glass Stand/Holder for 6 Glasses,Title,Default Title,,,,,2114_Movable_Glass_Stand,,,106
1246-mosquito-repeller-rat-pest-repellent-for-rats-cockroach-mosquito-home-pest,"1246 Mosquito Repeller Rat Pest Repellent for Rats, Cockroach, Mosquito, Home Pest",Title,Default Title,,,,,1246_Pest_Repelling_Aid,,,0
1245-stainless-steel-resettable-combination-padlock-round-shape,1245 Stainless Steel Resettable Combination Padlock Round Shape,Title,Default Title,,,,,1245_Round_Padlock_Big,,,0
1244-stainless-steel-resettable-combination-padlock,1244 Stainless Steel Resettable Combination Padlock,Title,Default Title,,,,,1244_Round_Padlock_Small,,,0
1243-round-resettable-code-number-padlock-big,1243 Round Resettable Code Number Padlock,Title,Default Title,,,,,1243_Bag_Padlock,,,0
0814-stainless-steel-power-free-hand-blender-and-hand-beater,0814 Stainless Steel Power Free Hand Blender and Hand Beater,Title,Default Title,,,,,0814_2In1_Hand_Blender,,,0
2117power-free-hand-blender-beater-in-kitchen-appliances,2117 Power free Hand Blender & Beater in kitchen appliances,Title,Default Title,,,,,2117_Jumbo_Hand_Blender,,,400
0569-permanent-markers-with-fine-point,0569 Permanent Markers,Title,Default Title,,,,,0569_Permanent_Marker_CJ_8004,960820,CN,0
0813-cookie-cutter-stainless-steel-cookie-cutter-with-shape-heart-round-star-and-flower-12-pieces,0813 Cookie Cutter Stainless Steel Cookie Cutter with Shape Heart Round Star and Flower (12 Pieces),Title,Default Title,,,,,0813_12Pc_SS_Cookie_Cutter,,,137
1239-reusable-plastic-portable-rat-mice-mouse-trap,1239 Reusable Plastic Portable Rat/Mice/Mouse Trap,Title,Default Title,,,,,1239_Mouse_Trap_Machine,,,1860
1241-pet-hair-remover-multi-purpose-double-sided-self-cleaning-and-reusable-pet-fur-remover,1241 Pet Hair Remover Multi-Purpose Double Sided Self-Cleaning and Reusable Pet Fur Remover,Title,Default Title,,,,,1241_Pet_Hair_Remover,,,63
0812-cake-decorating-kit-with-reusable-plastic-couplers-piping-nozzle-set,"0812 Cake Decorating  Nozzle Set, For Bakery",Title,Default Title,,,,,0812_24Pc_Cake_Decorating_Nozzle,,,660
1238-mice-traps-sticky-boards-strongly-adhesive-that-work-capturing-indoor-and-outdoor,1238 Mice Traps Sticky Boards Strongly Adhesive That Work Capturing Indoor and Outdoor,Title,Default Title,,,,,1238_Big_Green_Mouse_Trap_1pc,,,0
0668-microfiber-cleaning-glove-for-house-hold-propose,0668 Microfiber Cleaning Duster for Multi-Purpose Use (Big),Title,Default Title,,,,,0668_Microfiber_Duster_Big,392620,CN,2295
plastic-measuring-spoons-for-kitchen-6-pack,0811 Plastic Measuring Spoons for Kitchen (6 pack),Title,Default Title,,,,,0811_6pc_Color_Measuring_Cup,,,1330
0810-silicone-soap-holder-soap-dish-stand-saver-tray-case-for-shower,0810 Silicone Soap Holder Soap Dish Stand Saver Tray Case for Shower,Title,Default Title,,,,,0810_Silicone_Soap_Dish,,,88
gas-cylinder-trolley-stand-with-movable-wheels,2112 Gas Cylinder Trolley Stand with Movable Wheels,Title,Default Title,,,,,2112_Premium_Gas_Trolley,,,129
multipurpose-round-shape-big-serving-mixing-bowl-6-pack,0806 Multipurpose Round Shape Big Serving Mixing Bowl (6 pack),Title,Default Title,,,,,0806_250Ml_Multipurpose_Bowl_6pc,,,38
1236-disposable-body-skin-hair-removal-razor-for-women-pack-of-6,1236 Disposable Body Skin Hair Removal Razor for Women – Pack of 6,Title,Default Title,,,,,1236_Shave_Body,,,4129
1235-new-hot-away-hand-scraper-fashion-tongue-cleaner-brush-with-silica-handle,1235 New Hot Away Hand Scraper Fashion Tongue Cleaner Brush with Silica Handle,Title,Default Title,,,,,1235_Tongue_Cleaner_2pc,,,880
air-tight-food-storage-kitchen-for-storage-jar-containers,2110 Air Tight Food Storage Kitchen for Storage Jar Containers 1pc (800ML),Title,Default Title,,,,,2110_Apple_Shape_Jar,,,0
0574-fast-air-inflation-compressor-for-automobile-tyres-sporting-goods-250-psi,"0574 Fast Air Inflation/Compressor for Automobile, Tyres, Sporting, Goods (250 PSI)",Title,Default Title,,,,,0574_Air_Compressor_12V,830230,CN,72
0567-turbo-flex-360-degree-rotatory-flexible-sink-water-saving-faucet-nozzle-sprayer,0567 Turbo Flex 360 Degree Rotatory Flexible Sink Water Saving Faucet Nozzle Sprayer,Title,Default Title,,,,,0567_6Inch_Flexible_Faucet_Sprayer,391722,CN,231
1234-colour-changing-good-night-star-master-rotating-projection-night-lamp,1234 Colour Changing Good Night Star Master Rotating Projection Night Lamp,Title,Default Title,,,,,1234_Rotating_Projection_Lamp,,,47
star-night-light-projector-lighting-usb-lamp-led-projection-led-night,1233 Star Night Light Projector Lighting USB Lamp Led Projection LED Night,Title,Default Title,,,,,1233_Star_Projector_Night_Lamp,,,383
0802-cleaning-360-degree-healthy-spray-mop-with-removable-washable-cleaning-pad,0802 Cleaning 360 Degree Healthy Spray Mop with Removable Washable Cleaning Pad,Title,Default Title,,,,,0802_Floor_Cleaning_Spray_Mop,,,494
handheld-portable-mini-electric-cordless-sewing-machine-for-beginners,1232 Handheld Portable Mini Electric Cordless Sewing Machine for Beginners,Title,Default Title,,,,,1232_Handheld_Sewing_Machine,,,943
2108-deodap-ginger-garlic-crusher-for-kitchen,2108 DeoDap Ginger Garlic Crusher for Kitchen,Title,Default Title,,,,,2108_Garlic_Cutter,,,153
safety-electric-socket-plug-cover-guards-small,1230 Safety Cover Guards for Electric Socket Plug  (Small),Title,Default Title,,,,,1230_Safety_Cover_Socket_Small,,,4639
safety-electric-socket-plug-cover-guards-big,1231 Safety Cover Guards for Electric Socket Plug (Big),Title,Default Title,,,,,1231_Safety_Cover_Socket_Big,,,5384
multi-purpose-plastic-storage-baskets-for-classroom-or-home-use,0803 Multipurpose Plastic Storage Rack Oraganiser - 3 pcs,Title,Default Title,,,,,0803_Rack_Trolly_3pc,,,456
0564-multipurpose-rope-for-both-indoor-and-outdoor-purpose,0564 Multipurpose Rope For Both Indoor And Outdoor Purpose (10 Meter),Title,Default Title,,,,,0564_10m_Rope_1pc,560790,IN,0
2107-3layer-floor-standing-multi-purpose-storage-organiser-rack-cart-with-wheels,2107 3Layer Floor-Standing Multi-Purpose Storage Organiser Rack Cart with Wheels,Title,Default Title,,,,,2107_3Layer_Kitchen_Trolley_Rack,,,0
0536-mini-hacksaw-compact-hand-hack-saw-metal-frame-with-metal-blade,0536 Mini Compact Manual Hacksaw with Sharp Blades,Title,Default Title,,,,,0536_Mini_Hacksaw,820220,IN,75
0506-double-soap-dish-bathroom-soap-holder,0506 Double Soap Dish Bathroom Soap Holder,Title,Default Title,,,,,0506_Double_Soap_Dish,392410,IN,0
0492-multi-purpose-brick-thin-slim-bright-lens-led-light,0492 Multi Purpose Brick Thin Slim Bright Lens Led Light,Title,Default Title,,,,,0492_LED_Brick_Light,940510,IN,0
2106-pure-kapoor-tablets-10gm,2106 Pure Kapoor Tablets for Diffuser Puja Meditation (10gm),Title,Default Title,,,,,2106_Kapoor_Tablets_10gm,,,0
1223-electric-baby-nail-trimmer-with-grinding-heads-for-newborn-infant-and-toddler,1223 Electric Baby Nail Trimmer with Grinding Heads for Newborn Infant and Toddler,Title,Default Title,,,,,1223_Baby_Nail_Trimmer,,,348
2105-big-barbeque-charcoal-grill-oven-black-carbon-steel,2105 Terrace Garden Picnic Barbecue with Skewers & Wooden Handle,Title,Default Title,,,,,2105_Big_Barbecue_Grill,,,0
1221-dolphin-handheld-body-massager-to-aid-pain-and-stress,1221 Dolphin Handheld Body Massager to Aid Pain and Stress,Title,Default Title,,,,,1221_Small_Dolphin_Massager,,,638
1220-portable-mini-hand-tailor-machine-for-sewing-stitching,1220 Portable Mini Hand Tailor Machine for Sewing Stitching,Title,Default Title,,,,,1220_4In1_Mini_Sewing_Machine,,,173
2104-plastic-chopping-board-cutting-tray-for-kitchen,2104 Plastic Chopping Tray Cutting tray for Kitchen,Title,Default Title,,,,,2104_Chopping_Tray,,,0
2103-thick-plastic-kitchen-chopping-cutting-slicing-board-with-holder-for-fruits-vegetables,2103 Thick Plastic Kitchen Chopping Cutting Slicing Tray with Holder,Title,Default Title,,,,,2103_Cut_N_Wash_Regular,,,408
1219-eco-friendly-electronic-mosquito-killer-lamp,1219 Eco Friendly Electronic Mosquito Killer Lamp,Title,Default Title,,,,,1219_Mosquito_Killer_Lamp,,,251
2100-stainless-steel-vegetable-and-fruit-peeler,2100 Stainless Steel Vegetable And Fruit Peeler,Title,Default Title,,,,,2100_Peeling_Knife,,,817
2099-cake-decorating-rotating-cake-stand,2099 Rotating Cake Stand for Decoration and Baking,Title,Default Title,,,,,2099_Rotating_Cake_Stand,,,272
1217-portable-hot-water-bag-for-adults-large,1217 Portable Hot Water Bag for Adults (Large),Title,Default Title,,,,,1217_Fancy_Hot_Water_Bag_Big,,,0
0592-metal-linemen-tester-screwdriver,0592 Metal Linemen Tester Screwdriver,Title,Default Title,,,,,0592_Tester_Screwdriver,820540,CN,0
0560-gold-plated-professional-cloth-cutting-scissor,0560 Gold Plated Professional Cloth Cutting Scissor,Title,Default Title,,,,,0560_Gold_Plating_Scissor,821300,CN,113
1215-mini-portable-electronic-hair-straightener-and-curler,1215 Mini Portable Electronic Hair Straightener and Curler,Title,Default Title,,,,,1215_Mini_Hair_Straightener,,,259
0801-metal-stand-holder-for-mobile-phone-and-tablet,0801 Metal Stand Holder for Mobile Phone and Tablet,Title,Default Title,,,,,0801_Metal_Black_Charging_Stand,392620,IN,588
1214-personal-care-face-body-hair-threading-system-with-6-threading-lead,1214 Silique Hair Threading and Removal System,Title,Default Title,,,,,1214_Silique_Hair_Threading,,,0
2095-stainless-steel-cutlery-set-with-spoons-and-forks-pack-of-24silver,2095 Stainless Steel Cutlery Set with Stand - Pack of 24(Silver),Title,Default Title,,,,,2095_SS_Cutlery_24Pcs_Set,,,0
2094-stainless-steel-24-pieces-cutlery-set-with-stand-for-dining-table-brown,2094 Stainless Steel Cutlery Set with Plastic Storage Box (24 Pieces - Brown),Title,Default Title,,,,,2094_Brown_Cutlery_24Pcs_Set,,,85
0796-heat-resistant-silicon-iron-mat,0796 Heat Resistant Silicon Iron Mat,Title,Default Title,,,,,0796_Silicon_Iron_Mat,950629,IN,0
0798-silicone-heart-shape-baking-mould,0798 Silicone Heart Shape Baking Mould,Title,Default Title,,,,,0798_Silicone_Heart_Mould,392620,IN,0
0794-round-foldable-fruit-vegetables-washing-bowl-drying-basket,0794 Round Foldable Fruit Vegetables Washing Bowl Drying Basket,Title,Default Title,,,,,0794_Foldable_Washing_Basket,392410,IN,0
2093-4-in-1-multi-purpose-vegetable-peeler-slicer-grater-cutter,2093 4 in 1 Multi Purpose Vegetable Peeler/Slicer/Grater/Cutter,Title,Default Title,,,,,2093_4In1_Peeler_Slicer_Grater,,,365
2092-dry-fruit-chocolates-mouth-freshener-nuts-and-mukhvas-storage-serving-decorative-box-with-serving-tray,"2092 Dry Fruit, Chocolates, Mouth Freshener, Nuts and Mukhvas Storage, Serving Decorative Box with Serving Tray",Title,Default Title,,,,,2092_2In1_MukhvasDani,,,0
deodap-unbreakable-premium-quality-clipboards-hardboards-exam-pad-1pc,0795 Unbreakable Premium Quality Clipboards/Hardboards/Exam Pad,Title,Default Title,,,,,0795_Exam_Clipboard_6,392410,IN,0
2088-multipurpose-round-storage-plastic-basket-tray-3pcs,2088 Multipurpose Round Storage Plastic Basket Tray (3pcs),Title,Default Title,,,,,2088_Round_Multi_Baskets_3pc,,,160
2091-multipurpose-4-section-royal-design-silver-storage-gift-box,2091 Multipurpose 4 Section Royal Design Silver Storage/Gift Box,Title,Default Title,,,,,2091_4Sec_MukhvasDani,,,23
2090-multipurpose-royal-design-oval-silver-gift-tray,2090 Multipurpose Royal Design Oval Silver Gift Tray,Title,Default Title,,,,,2090_Oval_Shape_Nano_Tray,,,485
2089-multipurpose-royal-design-round-silver-container-gift-box,2089 Multipurpose Royal Design Round Silver Storage/Gift Box,Title,Default Title,,,,,2089_Round_Shape_MukhvasDani,,,161
0138-plastic-multi-purpose-egg-cutter-slicer,0138 Plastic Multi Purpose Egg Cutter/Slicer,Title,Default Title,,,,,0138_Round_Egg_Cutter,392410,IN,124
1213-manual-stainless-steel-puri-press-machine-maker-with-handle-6-inch,0793 Manual Stainless Steel Puri Press Machine/Maker with Handle (6 inch),Title,Default Title,,,,,0793_6Inch_Puri_Press,392410,IN,240
2086-kitchen-square-stainless-steel-roaster-papad-jali-barbecue-grill-with-wooden-handle,"2086 Kitchen Square Stainless Steel Roaster Papad Jali, Barbecue Grill with Wooden Handle",Title,Default Title,,,,,2086_Square_Papad_Jali,,,0
2085-kitchen-round-stainless-steel-roaster-papad-jali-barbecue-grill-with-wooden-handle,"2085 Kitchen Round Stainless Steel Roaster Papad Jali, Barbecue Grill with Wooden Handle",Title,Default Title,,,,,2085_Round_Papad_Jali,,,285
0790-large-stainless-steel-sink-wash-basin-drain-strainer,0790 Large Stainless Steel Sink/Wash Basin Drain Strainer,Title,Default Title,,,,,0790_SS_Sink_Strainer_Large,732393,IN,0
0791-medium-stainless-steel-sink-wash-basin-drain-strainer,0791 Medium Stainless Steel Sink/Wash Basin Drain Strainer,Title,Default Title,,,,,0791_SS_Sink_Strainer_Med,732393,IN,288
0792-small-stainless-steel-sink-wash-basin-drain-strainer,0792 Small Stainless Steel Sink/Wash Basin Drain Strainer,Title,Default Title,,,,,0792_SS_Sink_Strainer_Small,732393,IN,0
0520-stackable-5-layer-folding-shoe-rack,0520 Stackable 5 Layer Folding Shoe Rack,Title,Default Title,,,,,0520_5Layer_Shoe_Rack,392410,IN,75
