PRODUCT NAME,PROD CODE,CATEGORY,MRP,DISCOUNT,GST%,SELLING RATE,SELLING RATE WITHOUT GST,HSN CODE,Image Src
0622 Mobile Phone Metal Stand (Silver),0622,Mobile Accessories,469,40,18,281,238,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/0622.jpg?v=1619125669
0619 Led Glass Cup (Rainbow Color),0619,Home Decor,469,35,18,305,258,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0619.jpg?v=1619125667
0047 Effete Peanut Chocolate (96 Gms),0047,Chocolate,309,5,18,294,249,180610,https://cdn.shopify.com/s/files/1/1916/9825/products/IMG-20200702-WA0046.jpg?v=1606564386
0615 Chromium Steel Saw 3 Edge Sharpen Teeth with Plastic Cover and Blister Packing,0615,Hardware,399,15,18,339,287,820290,https://cdn.shopify.com/s/files/1/1916/9825/products/0615.jpg?v=1625813001
0084 Stainless Steel Vegetable Cutter Chopper (Chilly Cutter),0084,Kitchen,284,20,18,227,193,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0084.jpg?v=1618531145
"0609 Multipurpose Dining Set Jar and tray holder, Chutneys/Pickles/Spices Jar - 3pc",0609,"Kitchen Storage, Container & Rack",304,10,18,274,232,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0609.jpg?v=1619125646
"0608 Multipurpose Dining Set Jar and tray holder, Chutneys/Pickles/Spices Jar - 2pc",0608,"Kitchen Storage, Container & Rack",249,0,18,249,211,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0608.jpg?v=1619125644
0606 Stainless Steel Lunch Box (Tiktok Tiffin),0606,"Kitchen Storage, Container & Rack",639,10,18,575,487,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKU0606.jpg?v=1619125640
0607 Plastic Sink Dish Drainer Drying Rack,0607,"Kitchen Storage, Container & Rack",749,25,18,562,476,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/01_d24ed99f-cd2c-4b1d-b937-75ae0fca0508.jpg?v=1631364296
0605 -3 Way Soil Meter (pH Testing Meter),0605,Garden,819,35,18,532,451,902780,https://cdn.shopify.com/s/files/1/1916/9825/products/0605.jpg?v=1619125638
0234 -3 Fold Premium Umbrella,0234,Travel,454,30,18,318,269,660110,https://cdn.shopify.com/s/files/1/1916/9825/products/0234.jpg?v=1618531306
0409 -10pcs 3mm/6mm Dia Shank Mounted Stone (Rotary Tools),0409,Hardware,409,20,18,327,277,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_2aa32fab-089d-4700-a0bc-e79c40eec9ec.jpg?v=1618531765
"0407 -10 pc, 6 pt. 3/8 in. Drive Standard Socket Wrench Set",0407,Hardware,634,10,18,571,484,731815,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_d71c0120-2876-4c42-9d60-de06422fdfde.jpg?v=1618531760
0596 Self Stirring Mug,0596,Kitchen,759,40,18,455,386,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0596.jpg?v=1619125623
0228 Multi Purpose Key-Lock (Cable Lock),0228,Security,374,15,18,318,269,830114,https://cdn.shopify.com/s/files/1/1916/9825/products/bike-lock-anti-theft-steel-strong-wire-coil-cable-bicycle-original-imaf476fwcgyqv5z_1024x1024_a3453ca6-eea6-40f6-ae08-e62af4519b40.jpg?v=1626974763
0591 Silicone Sucker Mobile Holder,0591,Mobile Holder & Stand,434,20,18,347,294,392620,https://cdn.shopify.com/s/files/1/1916/9825/products/0591.jpg?v=1619125614
0715 Level 5 Protection Cut Resistant Gloves (1 pair),0715,Hardware,694,40,18,416,353,401590,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_00cd1c78-a4bd-4529-ab23-ddd04f2ea871.jpg?v=1619125817
0590 Durable Hose Nozzle Water Lever Spray Gun,0590,Garden,434,35,18,282,239,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0590.jpg?v=1619125612
0402 Plastic Reusable Anti Stress Cooling Gel Face Mask with Strap-on Velcro (Green),0402,"Beauty, Health & Personal Care",304,10,18,274,232,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_8bcf8703-c428-41d3-9e6c-a113e1e9b84a.jpg?v=1618531746
0239 Night Light Mushroom Lamp (Colorful),0239,Home Decor,274,5,18,260,221,940540,https://cdn.shopify.com/s/files/1/1916/9825/products/0239.jpg?v=1618531316
0401 Magic Massager Pain Relief & Fat Reduction Joint with 7 attachment,0401,"Beauty, Health & Personal Care",1619,25,18,1214,1029,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_3f68eae5-baac-4c92-b280-399568dc8312.jpg?v=1618531745
0462 Carpenter Mini Claw Hammer,0462,Power & Hand tools,409,15,18,348,295,820740,https://cdn.shopify.com/s/files/1/1916/9825/products/01_562f0cc4-1908-42e4-b469-3ec3c705d246.jpg?v=1630007336
0398 Body Slimmer Massager (White),0398,"Beauty, Health & Personal Care",744,25,18,558,473,0,https://cdn.shopify.com/s/files/1/1916/9825/products/46adf65.jpg?v=1618531740
0399 Silicone Material Swimming Goggles,0399,Sports,429,20,18,343,291,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_2d0f49fd-51c4-4566-92b2-a1faaa51afc4.jpg?v=1618531742
0547 Anti-Glare HD Car Sun Vision Visor Eyes Protector,0547,Automotive,409,20,18,327,277,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0547.jpg?v=1618532068
0548 Black Digital Portable Luggage Scale with LCD Backlight (50 kg),0548,Travel,694,30,18,486,412,690919,https://cdn.shopify.com/s/files/1/1916/9825/products/0548.jpg?v=1618532072
"0549 Digital Portable Hook Type Weighing Scale (50 kg, Multicolor)",0549,Kitchen,609,35,18,396,335,690919,https://cdn.shopify.com/s/files/1/1916/9825/products/0549.jpg?v=1618532074
0503 Silicone Moisturizing Feet Socks Gel (1 pair),0503,"Beauty, Health & Personal Care",494,30,18,346,293,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/0503.jpg?v=1618531969
0550 Portable Handheld Garment Steamer,0550,Travel,924,10,18,832,705,851610,https://cdn.shopify.com/s/files/1/1916/9825/products/0550.jpg?v=1618532076
0868 Camping Inflatable Lounger Sofa,0868,Home Decor,649,0,18,649,550,401590,https://cdn.shopify.com/s/files/1/1916/9825/products/Cloud-Lounger_e6002cd9-76e3-4d5a-b5f8-941f1402a77a.jpg?v=1606575644
0165 Silicone Ice Cube Maker,0165,"Kitchen Storage, Container & Rack",564,30,18,395,335,391000,https://cdn.shopify.com/s/files/1/1916/9825/products/0165.jpg?v=1617924367
0389 Folding Hair Dryer Hair with 2 speed control,0389,"Beauty, Health & Personal Care",599,40,18,359,305,851631,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_6727d8d2-726a-44bb-a1f3-d7e723b192e3.jpg?v=1618531730
0390 Abdominal & Muscle Exerciser Training Device Body Massager,0390,"Beauty, Health & Personal Care",649,35,18,422,358,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_3b031a81-2d84-4d2b-ae42-3423578ce321.jpg?v=1618531732
0319 Clip-on 8X Optical Zoom Telescope Phone Camera Lens,0319,Mobile Selfie Stick,594,35,18,386,327,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0319.jpg?v=1618531511
0273 Bluetooth Microphone Player speaker (Karaoke),0273,Toys For Kids,649,10,18,584,495,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0273.jpg?v=1618531379
0285 Harmonica (24 Hole),0285,Toys For Kids,484,25,18,363,308,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0285.jpg?v=1619066984
0370 -3D Roller Face Massager,0370,"Beauty, Health & Personal Care",484,25,18,363,308,901910,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_7cbd80e4-ad64-46ff-8cd0-43e7effdcc2f.jpg?v=1618531675
0544 Aluminum Mini Bicycle Air Pump (Multicolor),0544,Automotive,409,15,18,348,295,851440,https://cdn.shopify.com/s/files/1/1916/9825/products/0544.jpg?v=1618532056
0246 PCI Big Size Mouse Trap,0246,Repellents,274,0,18,274,232,350699,https://cdn.shopify.com/s/files/1/1916/9825/products/0246.jpg?v=1618531327
0575 Glue Gun (40 watt),0575,Stationery,434,20,18,347,294,851610,https://cdn.shopify.com/s/files/1/1916/9825/products/0575.jpg?v=1619125589
"0163 Multipurpose Pickle Jar Set (Multicolour, 4 pcs)",0163,"Kitchen Storage, Container & Rack",484,20,18,387,328,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0163.jpg?v=1617924363
0473 Soil Tester 3-in-1 Plant Moisture Sensor (Green),0473,Garden,789,35,18,513,435,902480,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_3d4a1f4f-d604-4314-acae-324421af5506.jpg?v=1619125472
0321 Wireless Wifi Adapter (USB wifi Antenna 5dB 150mbps),0321,Computer Accessories,594,35,18,386,327,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0321.jpg?v=1618531514
"0322 M3 My Life Fitness Band (Black, Standard Size)",0322,"Beauty, Health & Personal Care",784,40,18,470,399,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0322.jpg?v=1618531516
0460 Antislip Metal Handle Steel Blade Oil Feed Glass Cutter,0460,Power & Hand tools,359,30,18,251,213,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_b4e7ec04-5c95-4824-833e-dd39e5a3915d.jpg?v=1619125436
0385 2 in 1 Hair Straightener and Curler Machine For Women | Curl & Straight Hair Iron,0385,"Beauty, Health & Personal Care",684,35,18,445,377,851631,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_21a837ba-5084-42b8-b251-23309ac97ae2.jpg?v=1618531718
0540 New B Portable Water Bottle,0540,Travel,594,40,18,356,302,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0540.jpg?v=1618532048
0382 3 in 1 Dolphin Handheld Massager,0382,"Beauty, Health & Personal Care",789,0,18,789,669,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_c67f6bca-8820-4b63-99fb-89da7273dfdc.jpg?v=1618531713
0457 5M Pocket Measuring Tape,0457,Hardware Fitting,299,10,18,269,228,901790,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_1659f74a-8017-4d1f-bfae-4f73a8ebd922.jpg?v=1619125427
0451 -24pcs T shape screwdriver set Batch Head Ratchet Pawl Socket Spanner hand tools,0451,Power & Hand tools,429,30,18,300,254,820540,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_0ff617b4-68d5-4d58-8118-e3b18f9bc5e6.jpg?v=1619125417
0316 Digital LCD 8.5'' inch Writing Drawing Tablet Pad Graphic eWriter Boards Notepad,0316,Baby Care,749,50,18,375,317,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_ddc29675-270a-4aec-b23a-e350fb30cd40.jpg?v=1618531504
0716 Protective Durable Heat Resistant Welding Gloves,0716,Hardware,509,35,18,331,280,401590,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_29ccd1d5-3bd9-4f58-8ed5-3757fb020a50.jpg?v=1619125819
0274 Laptop Bag 15.6 inch,0274,Computer Accessories,634,5,18,602,510,420212,https://cdn.shopify.com/s/files/1/1916/9825/products/0274.jpg?v=1618531381
0718 Garden Genie Gloves,0718,Garden,299,10,18,269,228,401590,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_1fa504db-a668-4982-9c07-df59b0c83e13.jpg?v=1619125822
0406 -12/15pcs Milling Cutter Router Bit Set,0406,Hardware,1264,20,18,1011,857,830240,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_80a7bcf6-7116-4793-a02b-7d9283a21617.jpg?v=1618531757
0290 -4 In 1 Selfie Stick with Bluetooth Speaker & Power Bank,0290,Mobile Selfie Stick,1119,20,18,895,759,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0290.jpg?v=1618531411
0257 Bluetooth Sports Sweatproof Earphone/Headphones,0257,Mobile Headphones,494,35,18,321,272,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0257.jpg?v=1618531350
0218 -4 Digit Combination Padlock,0218,Security,409,25,18,307,260,830110,https://cdn.shopify.com/s/files/1/1916/9825/products/0218.jpg?v=1623729764
0381 Velvet Electric Pain Relief Heating Bag,0381,"Beauty, Health & Personal Care",419,20,18,335,284,851610,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_5aa454b9-bdd7-462a-a62f-c6aec7201382.jpg?v=1626353507
0307 Neckband Style Bluetooth Headset/Earphone,0307,Mobile Headphones,654,35,18,425,360,851830,https://cdn.shopify.com/s/files/1/1916/9825/products/0307SKUCODE.jpg?v=1618531461
0447 Adjustable Circle Hole Saw Drill Bit Cutter,0447,Power & Hand tools,639,35,18,415,352,820330,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_e92207ae-4449-45b7-9d77-1014fe2232ef.jpg?v=1619125410
"0380 Reusable Cooling Gel Face Mask with Strap-on Velcro, Medium",0380,"Beauty, Health & Personal Care",359,15,18,305,259,950590,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_c6b0244e-4725-4d07-b635-8358d0801b11.jpg?v=1618531708
0209 Artificial Plant with Plastic Pot,0209,Home Decor,594,25,18,446,378,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0209.jpg?v=1618531232
0469 Garden Big Scissor,0469,Garden,564,25,18,423,358,820740,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_1ebe0642-722b-47c3-8d2c-ac051d41b934.jpg?v=1619125464
0213 Solar Security LED Night Light for Home Outdoor/Garden Wall (Black) (20-LED Lights),0213,Home Decor,549,35,18,357,302,940540,https://cdn.shopify.com/s/files/1/1916/9825/products/0213.jpg?v=1618531241
0306 Extra Bass Stereo Headphone with Mic (3.5 mm Jack),0306,Computer Accessories,649,35,18,422,358,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0306SKUCODE.jpg?v=1618531459
0155 Dough Maker Machine With Measuring Cup (Atta Maker),0155,Kitchen,494,15,18,420,356,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0155.jpg?v=1617924339
0533 Camping Waterproof Tent (4 Person),0533,Travel,1419,20,18,1135,962,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0533.jpg?v=1618532029
0201  Dual Bladeless Mini Air Conditioner,0201,Home Improvement,549,30,18,384,326,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0201.jpg?v=1618531218
0379 Professional Massage Pillow,0379,"Beauty, Health & Personal Care",1144,15,18,972,824,901910,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_7e8e2c63-d4cb-4c93-9919-62f20954fc17.jpg?v=1618531705
0304 Wireless/Bluetooth Portable Mobile Speaker (Multicolour),0304,Computer Accessories,809,35,18,526,446,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0304SKUCODE.jpg?v=1618531455
0444 Heavy Duty Combination Plier Wire Cutters,0444,Power & Hand tools,304,5,18,289,245,820510,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_35b3ecb3-5857-4186-bc12-07bea6405ad4.jpg?v=1619125405
"0445 Steel Screw Driver, Cutter and Pliers Set",0445,Power & Hand tools,419,20,18,335,284,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_4835e503-87f0-4f3f-8bc6-162d95a5aa2b.jpg?v=1619125407
0194 Wire Wheel Cup Brush (Gold),0194,Cleaning Supplies,234,0,18,234,198,830890,https://cdn.shopify.com/s/files/1/1916/9825/products/0194.jpg?v=1618531206
0195 Wire Wheel Cup Brush (Black),0195,Cleaning Supplies,249,0,18,249,211,830890,https://cdn.shopify.com/s/files/1/1916/9825/products/0195.jpg?v=1618531208
0443 Metal Glass Cutter,0443,Power & Hand tools,379,25,18,284,241,820740,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_bc5b1ee9-b3e7-493c-9c2d-66ea790c44c1.jpg?v=1619125403
0375 -40Kg 10g Portable Handy Pocket Smile Mini Electronic Digital LCD Weighing Scale,0375,Kitchen,449,20,18,359,304,690919,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_f90a4467-a30c-4543-9ba5-380dc266a5fa.jpg?v=1618531691
0376 Simply Ceramic Hair Straightener,0376,"Beauty, Health & Personal Care",999,40,18,599,508,851631,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_006eb1a6-39c9-477a-bac0-fe95b9a56117.jpg?v=1618531693
0051 Strawberry spread (350 Gms),0051,"Jams, Honey & Spreads",409,10,18,368,312,180610,https://cdn.shopify.com/s/files/1/1916/9825/products/1_99c8979e-26cd-4d3b-b322-7afdf5644887.jpg?v=1606564423
0052 Milk Spread (350 Gms),0052,"Jams, Honey & Spreads",409,10,18,368,312,180610,https://cdn.shopify.com/s/files/1/1916/9825/products/1_6797f8a0-636c-4d5d-a9b3-5d167d095808.jpg?v=1606564442
0053 Chocotown Spreads Cocoa spread,0053,"Jams, Honey & Spreads",474,25,18,356,301,180610,https://cdn.shopify.com/s/files/1/1916/9825/products/1_c5ffa15b-8b28-414c-aa66-c9856bb386a8.jpg?v=1606564457
0057 Digital Weighing Scale (10 Kg),0057,Kitchen,659,35,18,428,363,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/01_f4160401-2e36-4f1e-9cf9-4e3fb7228382.jpg?v=1637910656
0461 Magnetic 31 in 1 Repairing Screw Driver Tool Set Kit,0461,Power & Hand tools,329,15,18,280,237,820740,https://cdn.shopify.com/s/files/1/1916/9825/products/0461.jpg?v=1637909659
0199 5-Layer Multipurpose Wall Mounted Organizer Mop And Broom Holder,0199,Home Improvement,789,40,18,473,401,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0199.jpg?v=1618531214
0261 Flexible Adjustable DIY Hands-free 360 Rotable Mount,0261,Mobile Accessories,304,10,18,274,232,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0261.jpg?v=1618531357
0504 Electric DC12V Tire Inflator Compressor Pump,0504,Automotive,604,0,18,604,512,841420,https://cdn.shopify.com/s/files/1/1916/9825/products/0504.jpg?v=1618531971
0340 -5-in-1 Smoothing Body & Facial Massager (Pink),0340,"Beauty, Health & Personal Care",484,30,18,339,287,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0340.jpg?v=1618531588
"0505 -3-in-1 Air Travel Kit with Pillow, Ear Buds & Eye Mask",0505,Travel,414,30,18,290,246,401610,https://cdn.shopify.com/s/files/1/1916/9825/products/0505.jpg?v=1618531973
0341 Electric Hot Water Bag,0341,"Beauty, Health & Personal Care",439,30,18,307,260,851640,https://cdn.shopify.com/s/files/1/1916/9825/products/0341.jpg?v=1618531589
0174 Toothpaste Dispenser & Tooth Brush Holder,0174,Home Improvement,349,20,18,279,237,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0174.jpg?v=1618531165
0068 -4 In 1 Vegetable Grater Mandoline Slicer,0068,Kitchen,789,25,18,592,501,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0068.jpg?v=1617924141
0531 USB Wireless/Bluetooth 3.5mm Aux Audio Receiver Adapter,0531,Automotive,274,0,18,274,232,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0531.jpg?v=1618532025
0507 Night HD Vision Driving Anti Glare Eyeglasses,0507,Automotive,419,30,18,293,249,900390,https://cdn.shopify.com/s/files/1/1916/9825/products/0507.jpg?v=1628184399
0405 Flex Tape,0405,Hardware Fitting,299,5,18,284,241,391990,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_a807bd26-9b61-4bfd-9699-901267e2e33b.jpg?v=1618531753
0176 Cat Interactive Toy (Cat Scratching Pad),0176,Other,739,30,18,517,438,350699,https://cdn.shopify.com/s/files/1/1916/9825/products/0176.jpg?v=1618531170
0177 03D Moon Lamp India/Moon Shaped Lamp/Led Moon Lamp/Lunar Moonlight Lamp - Multi Color,0177,Home Decor,899,10,18,809,686,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0177.jpg?v=1618531173
0365 -7 Days Pill Tablet Medicine Organizer with Water Bottle 600ml,0365,"Beauty, Health & Personal Care",359,20,18,287,243,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_001af156-0d61-4fef-a951-1950eb933174.jpg?v=1618531661
0412 -5 Pcs Shank Abrasive Mounted Stone (Multicolour),0412,Hardware,379,25,18,284,241,820340,https://cdn.shopify.com/s/files/1/1916/9825/products/61MWcam1D0L._SL1108_7de8e194-ceba-45c6-851a-29c193223d1f.jpg?v=1618531773
0413 PVC Pipe Cutter (Pipe and Tubing Cutter Tool),0413,Power & Hand tools,609,40,18,365,310,820340,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_cf87687f-fe6a-4677-9f47-909135492bde.jpg?v=1618531777
0415 -12 pcs 19-64mm Hole Saw Kit,0415,Hardware,649,30,18,454,385,820740,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_4b23472b-880d-4795-b793-63f7dcb9169e.jpg?v=1618531786
0568 Hot Melt Glue Gun (60 watts),0568,Stationery,439,25,18,329,279,842489,https://cdn.shopify.com/s/files/1/1916/9825/products/0568.jpg?v=1619125575
0513 Multicolor Luggage Strap (2 pcs),0513,Travel,264,0,18,264,224,560710,https://cdn.shopify.com/s/files/1/1916/9825/products/0513.jpg?v=1618531985
"0416 Metal Drill Bit Set (Multicolor, 5-Piece)",0416,Hardware,364,25,18,273,231,820540,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_03cd25ad-0fb4-48e4-bd40-21c351ec22b1.jpg?v=1618531799
"0417 Welding Goggles (Dark Green, Large)",0417,Hardware,379,30,18,265,225,900390,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_31e3187f-6748-4994-8e09-62f42e5747af.jpg?v=1618531805
0180 Stainless Steel Electric Dhoop Dani,0180,Home Decor,484,35,18,315,267,851679,https://cdn.shopify.com/s/files/1/1916/9825/products/0180.jpg?v=1618531181
0419 Drill Bits (13 pcs),0419,Hardware,364,20,18,291,247,820540,https://cdn.shopify.com/s/files/1/1916/9825/products/sdfgsdf.jpg?v=1618531814
0514 Three Layers Neck Traction Pillow,0514,Travel,784,45,18,431,365,401610,https://cdn.shopify.com/s/files/1/1916/9825/products/0514.jpg?v=1618531986
0116 Hand Press Water Pump Dispenser,0116,Kitchen,274,5,18,260,221,392690,https://cdn.shopify.com/s/files/1/1916/9825/products/0116.jpg?v=1617924256
0118 Stainless Steel Gas Cylinder Trolley,0118,Kitchen,649,15,18,552,468,732393,https://cdn.shopify.com/s/files/1/1916/9825/products/0118.jpg?v=1617924259
0119 french fries chipser (potato chipser),0119,Kitchen,684,20,18,547,464,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0119.jpg?v=1617924270
0121 Portable USB Electric Juicer - 2 Blades (Protein Shaker),0121,Kitchen,704,20,18,563,477,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0121.jpg?v=1617924274
0266 Octopus Mini Tripod Stand,0266,Mobile Holder & Stand,264,0,18,264,224,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0266.jpg?v=1618531367
0268 Universal Car Steering Wheel Phone Holder,0268,Mobile Holder & Stand,234,0,18,234,198,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0268.jpg?v=1618531372
0153 Electric Egg Boiler Poacher Steamer (7 Egg Poacher),0153,Kitchen,789,35,18,513,435,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/0153.jpg?v=1617924335
"0125 Stainless Steel Briefcase Style Barbecue Grill Toaster (Medium, Black)",0125,Kitchen,1264,5,18,1201,1018,851660,https://cdn.shopify.com/s/files/1/1916/9825/products/0125.jpg?v=1617924280
0181 Mini Photocatalyst Mosquito Lamps,0181,Repellents,749,35,18,487,413,0,https://cdn.shopify.com/s/files/1/1916/9825/products/0181.jpg?v=1618531183
"0128 Steel Lunch Box Set (5 pcs, Black)",0128,"Kitchen Storage, Container & Rack",679,0,18,679,575,732399,https://cdn.shopify.com/s/files/1/1916/9825/products/0128.jpg?v=1617924282
0272 Universal Mini Tripod,0272,Mobile Holder & Stand,344,25,18,258,219,900610,https://cdn.shopify.com/s/files/1/1916/9825/products/0272.jpg?v=1618531377
0276 Polyester Black Laptop Bag,0276,Computer Accessories,634,0,18,634,537,420212,https://cdn.shopify.com/s/files/1/1916/9825/products/0276.jpg?v=1621546345
0277 Laptop Bag (15.6 inch),0277,Computer Accessories,634,0,18,634,537,420212,https://cdn.shopify.com/s/files/1/1916/9825/products/0277_7f425b5f-b386-4da6-9919-497bed0eb668.jpg?v=1618531387
0280 Camera & Mobile Tripod,0280,Mobile Holder & Stand,499,20,18,399,338,900610,https://cdn.shopify.com/s/files/1/1916/9825/products/0280.jpg?v=1618531392
0421 Socket Combination Toolkit (40 pcs),0421,Hardware,599,5,18,569,482,820340,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODE_d1b20d8a-e244-444e-a534-b00fe74ce12b.jpg?v=1618531825
0423 Socket and Screwdriver Tool Kit Accessories (41 pcs),0423,Hardware,489,30,18,342,290,0,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_0a3aad13-25db-425a-a6da-105d46fbac8e.jpg?v=1618531844
0367 USB Vibration Full Body Massager,0367,"Beauty, Health & Personal Care",299,0,18,299,253,901910,https://cdn.shopify.com/s/files/1/1916/9825/products/0367SKUCODE.jpg?v=1618488817
0515 Strong Steel Air Pump,0515,Automotive,429,25,18,322,273,841410,https://cdn.shopify.com/s/files/1/1916/9825/products/0515.jpg?v=1618531989
0424 Silicone Carbide Combination Stone Knife Sharpener for Both Knives and Tools,0424,Hardware,409,30,18,286,243,680410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_25e1831f-74cc-43a8-9b38-a28f397caf7f.jpg?v=1618531846
0427 08 in 1 Multi-Function Screwdriver Kit with LED Portable Torch,0427,Power & Hand tools,379,20,18,303,257,820540,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_4fcd2e5c-8a00-4e1e-a0a4-fbc8aebe57bd.jpg?v=1618531858
"0428 Wood Hole Saw Cutting Set (11 pcs, 19-64mm, Multicolour)",0428,Hardware,489,20,18,391,332,820740,https://cdn.shopify.com/s/files/1/1916/9825/products/1_71a7e743-d49f-4273-88a9-f93206d06944.jpg?v=1633929956
0185 Anti Theft Security Pad Lock with Smart Alarm,0185,Security,744,35,18,484,410,853110,https://cdn.shopify.com/s/files/1/1916/9825/products/0185.jpg?v=1618531193
0369 Child Anti Lost Safety Belt,0369,Baby Care,484,25,18,363,308,392410,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_fc1e7d9a-5107-4f28-9112-c756042f324f.jpg?v=1618531673
0430 Screwdriver Set  32 in 1 with Magnetic Holder,0430,Power & Hand tools,414,25,18,311,263,820540,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_7dde9ccf-df68-4b1b-af70-ea7f7cc9443f.jpg?v=1618531867
0431 Stainless Steel 5 In 1 Screwdriver Kit,0431,Power & Hand tools,299,10,18,269,228,0,https://cdn.shopify.com/s/files/1/1916/9825/products/5_a1be6b16-96e5-4820-b2ae-77b286ea7945.jpg?v=1618531869
0466 Garden Shears Pruners Scissor (8 inch),0466,Garden,484,35,18,315,267,820890,https://cdn.shopify.com/s/files/1/1916/9825/products/SKUCODEcopy_f3109a1b-ff0a-4199-a231-1ec6f60109da.jpg?v=1619125449
